Country,Beta0 (Coeff),Beta1 (Price),e0 (Coeff),e1 (Price),t0 (Coeff),t1 (Price),95%% Coeff. Int (Coeff),95%% Coeff. Int (Price)
Sweden,18.4587497982,-0.311173862051,0.154130499216,0.0791819962576,119.760526905,-3.92985623953,"[18.1361509559, 18.7813486406]","[-0.476903684894, -0.145444039208]"
Switzerland,18.9752465716,-0.254359468369,0.174060408592,0.0962095881769,109.015293743,-2.64380581176,"[18.6109339495, 19.3395591937]","[-0.455728450688, -0.05299048605]"
Syria,16.8593496578,-0.746890636443,0.0823347022287,0.0579101583783,204.766024549,-12.897402759,"[16.6870211455, 17.0316781701]","[-0.868097990923, -0.625683281962]"
Tajikistan,12.755150143,-1.0749348061,0.268186372957,0.145688501955,47.5607690368,-7.37830914368,"[12.1917114812, 13.3185888049]","[-1.38101499087, -0.768854621335]"
Tanzania,15.3057606407,-0.988228855962,0.121541577781,0.0852520687663,125.930244778,-11.5918460427,"[15.0513711948, 15.5601500866]","[-1.16666348658, -0.809794225345]"
Thailand,18.5023959297,-0.329741994574,0.0741255617454,0.0352032093552,249.608846045,-9.3668162822,"[18.3472493459, 18.6575425135]","[-0.403423158547, -0.256060830601]"
Togo,14.7338192105,-1.33682600796,0.152018793275,0.114435982824,96.9210378076,-11.6818676693,"[14.4156402194, 15.0519982015]","[-1.5763432727, -1.09730874322]"
Tonga,15.4252330647,-0.530963269287,0.111167340052,0.0914685226557,138.756878211,-5.80487422198,"[15.1925571479, 15.6579089815]","[-0.722409087426, -0.339517451147]"
Trinidad and Tobago,18.2259296237,-0.498468459164,0.0998272376777,0.0608931358341,182.574716557,-8.18595482621,"[18.0169888139, 18.4348704334]","[-0.625919257213, -0.371017661115]"
Tunisia,15.1766311614,-1.45070018589,0.125536361568,0.0920840886637,120.89430482,-15.7540809378,"[14.9138805369, 15.4393817858]","[-1.64343439849, -1.25796597329]"
Turkey,18.2502580466,-0.40392990533,0.174619372186,0.0952901429013,104.514509577,-4.23894741923,"[17.8847755002, 18.6157405929]","[-0.60337446657, -0.204485344089]"
Turkmenistan,12.6532316585,-1.23829252597,0.177980395898,0.0986513358875,71.0934010157,-12.5522124442,"[12.279308722, 13.027154595]","[-1.44555129183, -1.0310337601]"
Turks and Caicos Islands,15.3929758833,-0.670782406228,0.141214069489,0.109273926224,109.004548478,-6.13854035823,"[15.097411439, 15.6885403275]","[-0.899495362334, -0.442069450122]"
Tuvalu,12.0122518278,-0.943553639737,0.318507503484,0.413793367104,37.7141878809,-2.28025317646,"[11.3456079615, 12.6788956941]","[-1.80963311064, -0.0774741688334]"
Uganda,15.2648963235,-1.10149432886,0.14847463975,0.0858225322734,102.811472378,-12.8345587072,"[14.954135331, 15.575657316]","[-1.28112295332, -0.921865704403]"
Ukraine,17.4874154472,-0.65690676653,0.142591160568,0.0822022531659,122.64024907,-7.99134745375,"[17.1878425352, 17.7869883592]","[-0.829607291963, -0.484206241096]"
United Arab Emirates,17.6239011596,-0.938425991299,0.112728719617,0.0777061615616,156.339052013,-12.076596919,"[17.3879572378, 17.8598450814]","[-1.10106685662, -0.775785125975]"
United Kingdom,20.8437360443,-0.395500196694,0.134934099051,0.0657375016941,154.473451788,-6.01635575588,"[20.5613157292, 21.1261563594]","[-0.533090369017, -0.257910024372]"
Uruguay,17.0238526343,-0.522099225192,0.104705246129,0.0622557284639,162.588344554,-8.38636440492,"[16.8047020355, 17.243003233]","[-0.652401962392, -0.391796487993]"
Uzbekistan,15.0513266125,-1.31715259072,0.114678598522,0.0529858108853,131.247912047,-24.8585907947,"[14.8103958173, 15.2922574076]","[-1.42847164863, -1.20583353281]"
Vanuatu,13.4331205163,-0.300416121286,0.317166485864,0.31138363149,42.353530764,-0.96477814151,"[12.7692834322, 14.0969576005]","[-0.952149552145, 0.351317309572]"
Venezuela,18.8289504706,-0.271929171574,0.155579740449,0.0926962841551,121.024436834,-2.93354986182,"[18.5033183315, 19.1545826098]","[-0.465944724065, -0.0779136190833]"
Vietnam,18.500594752,-0.480984870427,0.224791584547,0.120054807321,82.3011003248,-4.00637743013,"[18.0301005583, 18.9710889457]","[-0.732262469997, -0.229707270858]"
Yemen,16.8686265657,-0.655107874896,0.0874969390805,0.0561295357563,192.791047812,-11.6713574425,"[16.6854933675, 17.0517597638]","[-0.772588343397, -0.537627406395]"
Zambia,15.0302183811,-0.945949615181,0.134657509709,0.0758706612352,111.618122254,-12.4679236978,"[14.7483769742, 15.3120597881]","[-1.10474873417, -0.787150496192]"
Zimbabwe,15.6241318107,-1.1216405959,0.127793705844,0.0866065014614,122.260573849,-12.9509976384,"[15.3566565104, 15.8916071111]","[-1.30291008672, -0.940371105068]"
